#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k105_502 flag=0 multi=6.0030 len=2468	64.3865	2468	0.0000	100.0000	2468	833	749	0.3493	40	58.24
k105_87129 flag=0 multi=8.9991 len=184978	16.1611	184978	0.0000	100.0000	184978	14881	14896	0.4170	16	5.25
k105_87130 flag=1 multi=6.0000 len=5722	9.1856	5722	0.0000	100.0000	5722	262	262	0.4596	9	4.00
k105_522 flag=0 multi=6.5213 len=1582	32.8211	1582	0.0000	100.0000	1582	260	261	0.2960	33	9.01
k105_87135 flag=1 multi=2.9053 len=3884	8.8308	3884	0.0000	99.8455	3878	170	174	0.4550	8	3.60
k105_87141 flag=1 multi=3.0000 len=2200	5.7714	2200	0.0000	99.9545	2199	63	65	0.5749	6	3.44
k105_87159 flag=1 multi=6.5182 len=3092	17.1546	3092	0.0000	100.0000	3092	265	267	0.4051	17	8.54
k105_560 flag=1 multi=4.7712 len=1871	10.7809	1871	0.0000	95.6708	1790	98	102	0.3182	10	5.80
k105_563 flag=0 multi=32.8913 len=2496	169.5108	2496	0.0000	99.8798	2493	2110	2091	0.3255	197	78.32
k105_565 flag=1 multi=3.0000 len=1801	9.3920	1801	0.0000	100.0000	1801	87	87	0.6205	10	3.60
k105_87199 flag=0 multi=18.0000 len=1703	45.3382	1703	0.0000	100.0000	1703	386	395	0.5965	45	7.83
k105_582 flag=0 multi=15.0011 len=8942	37.2163	8942	0.0000	100.0000	8942	1646	1663	0.3094	36	11.95
k105_87205 flag=1 multi=3.0000 len=2354	9.6865	2354	0.0000	100.0000	2354	117	115	0.7423	9	5.54
k105_583 flag=0 multi=4.1227 len=2753	16.9306	2753	0.0000	99.6004	2742	237	233	0.5702	17	4.85
k105_87211 flag=0 multi=6.4815 len=2026	18.9798	2026	0.0000	100.0000	2026	188	198	0.3821	19	6.82
k105_589 flag=1 multi=7.8453 len=1676	23.1402	1676	0.0000	97.0167	1626	189	197	0.3454	15	17.03
k105_87212 flag=1 multi=2.4063 len=2155	17.7211	2155	0.0000	100.0000	2155	191	191	0.3797	18	5.49
k105_598 flag=0 multi=91.8893 len=2480	270.8242	2480	0.0000	100.0000	2480	3363	3317	0.3601	268	57.91
k105_87214 flag=1 multi=3.0000 len=4232	9.2602	4232	0.0000	100.0000	4232	187	206	0.6148	9	3.36
k105_87225 flag=0 multi=12.3473 len=2561	52.4791	2561	0.0000	100.0000	2561	678	682	0.6091	52	10.14
k105_87233 flag=1 multi=3.0000 len=4636	19.3318	4636	0.0000	100.0000	4636	440	451	0.3770	20	5.23
k105_87234 flag=1 multi=3.0000 len=3200	6.5538	3200	0.0000	98.3750	3148	105	105	0.5706	6	3.65
k105_87247 flag=0 multi=16.2266 len=4007	45.2366	4007	0.0000	100.0000	4007	915	922	0.6289	45	10.72
k105_651 flag=0 multi=7.6058 len=3228	52.5440	3228	0.0000	99.5353	3213	824	858	0.3306	30	48.59
k105_87254 flag=1 multi=3.0000 len=1823	4.9495	1823	0.0000	100.0000	1823	46	45	0.6416	5	2.16
k105_659 flag=1 multi=5.0000 len=2659	11.5645	2659	0.0000	99.9248	2657	148	157	0.3903	12	4.20
k105_87258 flag=0 multi=26.1714 len=1616	47.7426	1616	0.0000	100.0000	1616	384	388	0.3653	48	12.44
k105_661 flag=0 multi=16.5627 len=2586	32.2572	2586	0.0000	100.0000	2586	416	418	0.4264	33	8.47
k105_663 flag=0 multi=3.9789 len=1524	10.0171	1524	0.0000	100.0000	1524	79	76	0.4847	10	3.65
k105_87274 flag=0 multi=18.5010 len=2626	50.3972	2626	0.0000	100.0000	2626	668	669	0.6196	50	7.77
k105_87286 flag=1 multi=2.9468 len=1871	6.2998	1871	0.0000	99.9466	1870	62	59	0.5853	6	2.69
k105_681 flag=1 multi=2.6496 len=2688	8.5926	2688	0.0000	100.0000	2688	116	115	0.3680	8	3.86
k105_694 flag=1 multi=4.0000 len=2469	7.5026	2469	0.0000	100.0000	2469	91	94	0.4402	7	3.01
k105_87290 flag=0 multi=30.8057 len=6548	58.7517	6548	0.0000	100.0000	6548	1920	1929	0.5054	59	9.68
k105_703 flag=1 multi=3.9482 len=5958	16.1526	5958	0.0000	100.0000	5958	468	498	0.5982	16	4.63
k105_715 flag=0 multi=1.9945 len=1919	29.8927	1919	0.0000	100.0000	1919	281	293	0.3334	21	22.47
k105_718 flag=0 multi=39.1503 len=3452	197.9403	3452	0.0000	100.0000	3452	3357	3445	0.3528	151	89.18
k105_719 flag=0 multi=3.5970 len=2301	26.2429	2301	0.0000	100.0000	2301	293	307	0.3185	19	19.90
k105_726 flag=1 multi=2.8959 len=2545	54.4185	2545	0.0000	100.0000	2545	637	745	0.3243	54	16.70
k105_737 flag=0 multi=9.5209 len=2620	39.9099	2620	0.0000	100.0000	2620	516	523	0.2889	39	10.31
k105_738 flag=1 multi=4.0000 len=2397	13.9796	2397	0.0000	100.0000	2397	169	167	0.3230	14	4.37
k105_87342 flag=1 multi=5.0000 len=10326	9.4892	10326	0.0000	100.0000	10326	489	501	0.6441	9	3.87
k105_739 flag=1 multi=2.0000 len=1658	4.6146	1658	0.0000	100.0000	1658	38	39	0.4629	5	1.61
k105_746 flag=1 multi=1.9097 len=1522	6.6958	1522	0.0000	100.0000	1522	51	51	0.2634	6	2.72
k105_87346 flag=0 multi=7.0000 len=5989	16.2819	5989	0.0000	99.9499	5986	490	502	0.6650	16	6.43
k105_87348 flag=1 multi=3.0000 len=2269	7.2702	2269	0.0000	99.9559	2268	82	85	0.6572	7	3.59
k105_769 flag=1 multi=3.8561 len=1502	8.1438	1502	0.0000	98.2690	1476	63	60	0.3291	8	4.22
k105_779 flag=0 multi=22.5621 len=1877	104.9920	1877	0.0000	100.0000	1877	969	1000	0.3710	34	134.31
k105_87368 flag=0 multi=11.2421 len=4958	31.3620	4958	0.0000	100.0000	4958	777	779	0.5484	31	8.57
k105_782 flag=0 multi=4.9771 len=1850	18.3649	1850	0.0000	100.0000	1850	174	168	0.3019	15	12.70
k105_806 flag=1 multi=4.0000 len=2221	5.2868	2221	0.0000	100.0000	2221	58	59	0.3962	5	2.84
k105_87385 flag=1 multi=5.0000 len=8300	8.1804	8300	0.0000	100.0000	8300	339	340	0.5483	8	2.85
k105_87389 flag=1 multi=4.0000 len=1929	8.0124	1929	0.0000	99.7926	1925	76	78	0.4252	9	3.33
k105_808 flag=0 multi=7.7771 len=6506	30.7269	6506	0.0000	100.0000	6506	984	1005	0.3836	30	7.42
k105_816 flag=0 multi=5.4552 len=1755	25.7037	1755	0.0000	99.8860	1753	225	226	0.3487	25	8.25
k105_87408 flag=1 multi=4.0000 len=1914	6.2226	1914	0.0000	100.0000	1914	59	60	0.3678	7	2.51
k105_830 flag=0 multi=2.9930 len=2663	18.0560	2663	0.0000	100.0000	2663	238	240	0.3047	16	7.84
k105_87429 flag=1 multi=5.0000 len=1737	15.4030	1737	0.0000	100.0000	1737	133	136	0.5635	15	7.26
k105_842 flag=0 multi=9.9271 len=2573	25.9063	2573	0.0000	100.0000	2573	339	325	0.3721	24	7.59
k105_87430 flag=0 multi=7.2374 len=5298	18.4079	5298	0.0000	99.6225	5278	480	483	0.6121	19	5.89
k105_845 flag=1 multi=2.7367 len=1723	9.0261	1723	0.0000	100.0000	1723	80	77	0.4027	9	3.63
k105_852 flag=0 multi=2.9372 len=2269	16.8043	2269	0.0000	100.0000	2269	183	197	0.3492	16	6.78
k105_87439 flag=1 multi=6.1991 len=1798	15.7036	1798	0.0000	99.6107	1791	143	137	0.3080	15	6.60
k105_855 flag=1 multi=3.0000 len=2517	6.2821	2517	0.0000	98.7286	2485	74	84	0.4211	6	2.58
k105_87450 flag=0 multi=19.3642 len=3386	52.7177	3386	0.0000	100.0000	3386	913	895	0.6260	53	9.49
k105_871 flag=1 multi=4.0000 len=3482	8.2702	3482	0.0000	100.0000	3482	144	145	0.5763	8	3.09
k105_87455 flag=0 multi=9.0388 len=7113	20.2490	7113	0.0000	100.0000	7113	731	719	0.5909	20	4.67
k105_874 flag=1 multi=6.9317 len=4759	20.6856	4759	0.0000	98.1509	4671	493	488	0.3715	21	6.61
k105_883 flag=0 multi=4.0000 len=2607	15.2060	2607	0.0000	99.4630	2593	199	204	0.5770	16	3.88
k105_87468 flag=1 multi=2.0000 len=2524	7.9212	2524	0.0000	100.0000	2524	100	102	0.7086	8	3.13
k105_87492 flag=1 multi=5.0000 len=6098	8.4879	6098	0.0000	99.8196	6087	260	260	0.6016	8	3.53
k105_925 flag=1 multi=2.9038 len=1622	35.5672	1622	0.0000	100.0000	1622	253	323	0.3296	32	20.42
k105_87500 flag=0 multi=4.8255 len=4660	18.6597	4660	0.0000	100.0000	4660	436	437	0.5999	19	5.04
k105_939 flag=0 multi=58.7329 len=2366	115.0000	2366	0.0000	100.0000	2366	1373	1360	0.3627	116	22.65
k105_87514 flag=0 multi=5.6501 len=2797	20.5813	2797	0.0000	100.0000	2797	290	289	0.5682	20	7.04
k105_947 flag=0 multi=11.1139 len=1519	46.5016	1519	0.0000	100.0000	1519	355	357	0.3294	47	8.09
k105_948 flag=1 multi=3.9129 len=6026	16.0677	6026	0.0000	100.0000	6026	475	488	0.2832	14	11.05
k105_87524 flag=0 multi=6.9726 len=4479	14.2684	4479	0.0000	100.0000	4479	319	324	0.6264	14	5.76
k105_955 flag=1 multi=4.0000 len=1642	8.0335	1642	0.0000	100.0000	1642	64	68	0.4313	8	3.89
k105_963 flag=0 multi=10.0000 len=2038	26.9725	2038	0.0000	100.0000	2038	275	274	0.4627	27	6.60
k105_967 flag=1 multi=5.0000 len=2012	17.7301	2012	0.0000	100.0000	2012	177	179	0.4014	18	7.97
k105_87539 flag=1 multi=3.0000 len=2086	8.3917	2086	0.0000	100.0000	2086	85	92	0.6286	8	3.63
k105_87543 flag=1 multi=4.0000 len=3135	7.5273	3135	0.0000	100.0000	3135	118	118	0.5972	7	3.11
k105_87544 flag=1 multi=4.7264 len=2561	20.3928	2561	0.0000	100.0000	2561	255	264	0.4299	21	5.53
k105_993 flag=0 multi=5.4765 len=1679	30.9232	1679	0.0000	100.0000	1679	266	252	0.3205	27	15.64
k105_87555 flag=1 multi=4.8524 len=1785	17.3765	1785	0.0000	100.0000	1785	158	162	0.6682	17	5.25
k105_1000 flag=1 multi=2.6868 len=1615	14.3455	1615	0.0000	100.0000	1615	117	117	0.3120	13	5.96
k105_87562 flag=1 multi=4.0000 len=1620	21.6475	1620	0.0000	100.0000	1620	177	176	0.4549	22	5.60
k105_1003 flag=0 multi=3.9201 len=3820	17.4649	3820	0.0000	100.0000	3820	327	347	0.6106	17	5.27
k105_1006 flag=1 multi=3.0000 len=1835	7.4638	1835	0.0000	100.0000	1835	68	68	0.2874	8	2.85
k105_87575 flag=0 multi=14.2626 len=6281	48.4772	6281	0.0000	100.0000	6281	1531	1538	0.6434	50	12.28
k105_87576 flag=1 multi=2.9263 len=3631	21.0441	3631	0.0000	100.0000	3631	376	388	0.4399	21	5.15
k105_87585 flag=1 multi=4.8509 len=2331	23.1446	2331	0.0000	100.0000	2331	268	273	0.4697	23	6.22
k105_87598 flag=1 multi=4.0000 len=4677	7.4717	4677	0.0000	99.3586	4647	178	174	0.5638	7	2.88
k105_1058 flag=1 multi=4.0000 len=2140	7.8897	2140	0.0000	99.8598	2137	84	84	0.5564	7	4.02
k105_1059 flag=0 multi=5.8339 len=6499	20.8667	6499	0.0000	100.0000	6499	669	694	0.5649	19	9.20
k105_1063 flag=1 multi=2.7611 len=1520	31.5776	1520	0.0000	100.0000	1520	235	246	0.3337	41	19.94
k105_87626 flag=0 multi=5.1846 len=2055	9.2321	2055	0.0000	98.8321	2031	95	95	0.6013	9	4.28
k105_1066 flag=0 multi=3.9426 len=1622	25.7972	1622	0.0000	100.0000	1622	213	203	0.3578	24	10.72
k105_87629 flag=0 multi=4.1135 len=1938	10.2281	1938	0.0000	100.0000	1938	99	100	0.6014	10	4.09
k105_1070 flag=1 multi=2.0000 len=1772	14.9893	1772	0.0000	100.0000	1772	129	135	0.4149	15	5.21
k105_87640 flag=0 multi=8.2267 len=2328	53.6946	2328	0.0000	100.0000	2328	632	628	0.6468	54	9.34
k105_1074 flag=1 multi=5.0000 len=1759	8.4690	1759	0.0000	97.1575	1709	74	75	0.5440	9	3.56
k105_1075 flag=0 multi=73.6060 len=1562	179.0531	1562	0.0000	100.0000	1562	1393	1405	0.3413	177	37.53
k105_87641 flag=0 multi=7.0000 len=5558	18.5556	5558	0.0000	99.9820	5557	518	516	0.6134	19	5.48
k105_87651 flag=1 multi=3.8358 len=1567	6.4614	1567	0.0000	95.7243	1500	51	50	0.4882	6	3.30
k105_1092 flag=0 multi=9.9617 len=2455	23.7222	2455	0.0000	99.6334	2446	287	297	0.4724	24	6.57
k105_87661 flag=1 multi=2.9721 len=2115	7.3513	2115	0.0000	100.0000	2115	78	78	0.4937	8	2.63
k105_1103 flag=0 multi=8.9359 len=2397	38.6800	2397	0.0000	100.0000	2397	457	466	0.3992	40	9.28
k105_87673 flag=0 multi=5.9458 len=1950	18.0841	1950	0.0000	100.0000	1950	175	181	0.4074	20	9.78
k105_1105 flag=1 multi=3.0000 len=1924	7.5748	1924	0.0000	95.8420	1844	72	73	0.4215	7	4.06
k105_1106 flag=1 multi=2.4433 len=1797	17.3934	1797	0.0000	100.0000	1797	158	154	0.3386	15	9.92
k105_87676 flag=0 multi=9.5651 len=4175	22.0908	4175	0.0000	100.0000	4175	463	462	0.4745	23	5.64
k105_1112 flag=1 multi=2.0000 len=1836	7.4472	1836	0.0000	100.0000	1836	64	72	0.4231	8	2.72
k105_87691 flag=0 multi=3.9664 len=3679	18.9777	3679	0.0000	100.0000	3679	334	361	0.3227	11	16.81
k105_87694 flag=0 multi=5.0595 len=1668	54.6415	1668	0.0000	100.0000	1668	462	443	0.3540	48	30.35
k105_87698 flag=1 multi=4.0000 len=1626	7.3383	1626	0.0000	100.0000	1626	61	59	0.6159	7	2.35
k105_1133 flag=0 multi=15.5844 len=12895	39.5432	12895	0.0000	100.0000	12895	2521	2541	0.2984	39	8.92
k105_1141 flag=0 multi=28.1822 len=1510	99.3411	1510	0.0000	100.0000	1510	742	748	0.3641	106	27.64
k105_1143 flag=1 multi=3.9244 len=1969	22.7628	1969	0.0000	100.0000	1969	207	240	0.2718	23	7.24
k105_87719 flag=0 multi=10.4785 len=5885	21.8221	5885	0.0000	100.0000	5885	641	641	0.4438	21	6.10
k105_1151 flag=0 multi=3.8425 len=4182	19.3231	4182	0.0000	100.0000	4182	395	409	0.2952	18	6.70
k105_87724 flag=1 multi=3.9217 len=2747	6.9436	2747	0.0000	97.8886	2689	95	95	0.4639	7	2.87
k105_87731 flag=0 multi=11.3582 len=9616	24.2641	9616	0.0000	100.0000	9616	1163	1163	0.4643	24	5.44
k105_87739 flag=0 multi=12.4297 len=1613	31.4458	1613	0.0000	100.0000	1613	254	258	0.4712	32	5.40
k105_87760 flag=0 multi=11.8521 len=1660	45.2843	1660	0.0000	100.0000	1660	385	389	0.6264	46	12.91
k105_1157 flag=0 multi=77.8807 len=34487	165.8108	34487	0.0000	100.0000	34487	28324	28469	0.3401	161	41.16
k105_87765 flag=1 multi=5.0000 len=5911	9.0217	5911	0.0000	100.0000	5911	266	266	0.4955	9	3.66
k105_87773 flag=1 multi=1.9033 len=1543	6.2715	1543	0.0000	100.0000	1543	50	48	0.5786	6	1.78
k105_1167 flag=0 multi=9.5562 len=2651	33.1445	2651	0.0000	100.0000	2651	437	439	0.4414	33	7.12
k105_1175 flag=0 multi=49.0839 len=1858	176.4532	1858	0.0000	100.0000	1858	1607	1656	0.3228	146	75.26
k105_87785 flag=1 multi=4.0000 len=2453	7.8402	2453	0.0000	100.0000	2453	95	97	0.5709	7	3.79
k105_1180 flag=0 multi=4.0000 len=2264	13.6206	2264	0.0000	100.0000	2264	153	158	0.3852	13	6.88
k105_1189 flag=0 multi=15.3786 len=9886	47.2839	9886	0.0000	100.0000	9886	2277	2376	0.3412	36	43.31
k105_87825 flag=1 multi=4.9527 len=1966	27.2136	1966	0.0000	100.0000	1966	266	271	0.5020	28	4.99
k105_1199 flag=1 multi=3.5282 len=3176	13.9874	3176	0.0000	98.8665	3140	209	203	0.3263	14	5.32
k105_87826 flag=0 multi=6.4364 len=10014	23.1632	10014	0.0000	99.8602	10000	1170	1182	0.6272	23	6.51
k105_1208 flag=0 multi=19.6363 len=6555	36.1411	6555	0.0000	100.0000	6555	1181	1193	0.5176	38	10.42
k105_87831 flag=1 multi=3.2736 len=2919	29.4690	2919	0.0000	99.0750	2892	404	453	0.3367	24	20.05
k105_87839 flag=0 multi=51.0326 len=3114	360.6301	3114	0.0000	100.0000	3114	5595	5604	0.3315	376	90.20
k105_1221 flag=1 multi=4.0000 len=2405	9.4212	2405	0.0000	100.0000	2405	113	112	0.3140	10	3.86
k105_87851 flag=0 multi=24.4840 len=2043	62.9985	2043	0.0000	100.0000	2043	641	642	0.3745	70	26.16
k105_1239 flag=1 multi=3.0000 len=1943	9.4200	1943	0.0000	99.5883	1935	89	92	0.3220	10	3.76
k105_87867 flag=1 multi=4.0000 len=3158	9.7840	3158	0.0000	100.0000	3158	154	154	0.3396	9	3.31
k105_1257 flag=1 multi=1.8641 len=1761	10.6559	1761	0.0000	99.9432	1760	92	96	0.5223	11	4.06
k105_1260 flag=1 multi=5.0000 len=3738	12.7659	3738	0.0000	100.0000	3738	231	249	0.4743	13	4.31
k105_1271 flag=1 multi=3.0000 len=2705	9.1867	2705	0.0000	100.0000	2705	123	125	0.4740	9	3.31
